series,"01-1985","02-1985","03-1985","04-1985","05-1985","06-1985","07-1985","08-1985","09-1985","10-1985","11-1985","12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025"
Michigan,19890,18497,23053,23801,25639,27568,28930,28872,25898,27742,24841,21989,22546,19244,23213,25356,26299,27264,28523,28923,26366,26774,23601,24103,22311,22677,25580,25384,26155,27507,28876,29728,27643,27670,25763,25347,22694,19992,24320,24239,25118,25288,26677,28596,25955,27037,24755,23143,22705,19967,22782,24058,25630,25765,28251,29066,25636,27088,24184,21106,24059,20538,24612,24268,25520,24998,27974,28035,25753,27928,25251,24317,22204,21732,26273,27394,27926,28614,30292,30792,26841,28278,24125,22986,21809,22086,23948,24246,24292,25386,26846,27737,24910,25698,23337,22872,21195,17963,21848,22405,23323,25055,26630,27720,24576,24940,22938,21233,16926,16408,21385,21459,23326,24092,25594,26507,23705,23824,21277,19944,17897,16137,19839,19927,21394,23577,24532,25972,23384,24131,20147,18863,19151,18106,19118,19579,20449,21921,24382,23655,21862,23219,18838,17857,18629,16344,19658,19744,21834,21782,23218,23744,21469,22179,19746,18428,20972,17875,18494,20021,21173,22747,23141,24385,21726,21523,19201,18275,15633,15968,16878,18048,19515,20678,22129,21909,19878,19799,18016,16210,16315,15090,17842,17464,19178,20763,22098,21571,19253,20081,17422,14237,16170,14544,16506,17597,19107,19644,21167,22247,19829,20487,18911,16873,17220,13543,15221,16819,17783,18620,20518,21350,19287,18869,16397,15362,14863,12492,15070,16263,17618,19257,20452,20092,19239,18591,16077,14757,13400,12603,15358,15861,16591,17057,18663,18749,16990,17753,15225,13635,12831,11674,13981,15332,16756,18357,18590,19729,17253,17897,15095,13459,14853,12269,14697,15326,17854,18332,19557,19593,16977,17026,15696,14548,14130,10392,13902,15024,17567,17830,18850,18807,16407,16997,14968,12698,13346,10621,13282,15418,16508,17028,19023,18767,16379,16420,13430,10944,11137,10004,12770,13764,15821,17050,18063,17988,15988,15766,14441,12728,11717,9484,12587,13967,15081,15848,17162,17135,14634,14313,12689,10903,10800,8011,11241,12275,13786,14973,16239,16518,14150,13567,12521,11959,11608,10124,12111,12766,14190,14678,15435,14627,13683,13177,12054,11018,10744,8539,10352,11862,13747,13932,15095,14867,13295,13039,11276,9118,9036,7662,9363,10926,12232,13133,14071,13828,12595,12043,9757,10379,9635,6913,9279,10273,11491,12012,13091,13038,11894,11862,10201,11092,9613,8119,9552,10075,11122,11562,12534,13092,11726,11575,10689,9342,9284,8147,8760,9692,10564,11112,12433,12629,11423,11184,9657,9019,8952,7353,8492,8737,10224,10653,11360,11452,10667,10354,8762,9111,8091,6780,7871,8726,9886,10013,10781,10528,10097,10058,8666,9282,8896,7411,7514,6707,6905,7612,7938,9010,8718,8806,7543,8175,7463,5754,6699,6550,7632,8348,8626,8854,8764,8719,7880,8393,7657,6805,8049,7924,8799,9221,10113,9930,9497,9819,8893,8821,8351,7230,7828,8271,9058,9699,9969,9994,9329,9253,8285,8778,,,,,,,,,,,,,,,
Michigan Clearances,3068,3139,3731,3553,3521,3507,3339,3280,2970,3308,3089,2756,3187,3087,3450,3296,3236,3198,2966,3224,3288,3362,3115,3350,3229,3379,3909,3579,3396,3333,3303,3458,3571,3825,3725,3696,3757,3657,4090,3761,3380,3017,3391,3406,3331,3670,3488,3559,3551,3531,3874,3648,3644,3542,3668,3812,3482,3836,3841,3802,4252,3602,4917,3806,3844,3618,3516,3701,3493,4129,3828,3701,4116,3898,4435,4322,4017,3891,3958,4064,3860,4307,3723,3934,3810,4182,4197,3880,3336,3155,2951,3276,2989,3356,3132,3236,3614,3046,3406,3167,2945,3058,2900,2998,2787,2952,3038,2991,2864,2602,3381,2780,2990,2772,2751,2702,2475,2715,2507,2767,2629,2417,2721,2569,2454,2385,2404,2699,2285,2476,2233,2156,2807,2648,2747,2559,2582,2576,2657,2615,2499,2874,2554,2362,2478,2512,2581,2417,2601,2319,2376,2347,2230,2358,2278,2209,1807,1855,2038,1958,1891,1879,1890,2052,1944,2242,2193,5665,1903,2025,2245,2221,2324,2251,2169,2280,2062,2164,2279,2258,1912,1936,2127,2058,1922,2001,2048,2017,1947,2085,2014,1839,1703,1789,2044,1977,2153,1990,2064,2213,2119,2297,2365,2224,2152,1939,2117,2120,2153,2009,2056,2168,2220,2301,2131,2286,1859,1801,2204,2203,3883,2239,2351,2171,2274,2434,2140,2211,1799,1929,2268,2184,2132,2092,2031,2258,2149,2261,2137,2131,1800,1721,2212,2111,2109,2157,2225,2311,2159,2367,2077,2251,1784,1738,2116,1964,2165,2075,1946,2296,2108,2243,2192,2260,1779,1576,2121,2137,2295,2160,2137,2397,2157,2305,2200,2217,2221,1886,2285,2392,2291,2247,2410,2458,2282,2516,2289,2162,2077,1991,2258,2255,2485,2529,2516,2551,2434,2407,2418,2623,2383,1942,2410,2415,2501,2446,2441,2409,2206,2280,2214,2255,2311,1830,2294,2195,2179,2284,2233,2614,2287,2332,2238,2431,2317,2089,2162,2252,2310,2336,2241,2483,2442,2439,2258,2308,2180,1896,2213,2288,2363,2279,2457,2535,2321,2431,2181,2100,1768,1912,2234,2260,2269,2295,2370,2252,2151,2091,1849,2056,2029,1500,1879,1827,1812,1974,1950,1910,1926,1973,1841,1981,1814,1681,1998,1998,2058,2080,2061,2019,2009,2068,1990,1973,1752,1641,1863,1718,1945,1966,1933,1957,1847,1893,1850,1877,1861,1610,1814,1756,1900,1761,1723,1968,1855,1796,1721,1864,1747,1620,1596,1736,1808,1705,1903,1822,1804,1854,1590,1774,1828,1620,1394,898,923,1025,1020,1179,1201,1246,930,1143,1069,1037,1060,935,925,1128,1102,1140,1089,1162,1107,1121,1064,1006,1297,1268,1238,1235,1247,1312,1204,1255,1124,1251,1297,1179,1365,1258,1341,1336,1299,1516,1286,1511,1368,1573,,,,,,,,,,,,,,,
