series,"01-1985","02-1985","03-1985","04-1985","05-1985","06-1985","07-1985","08-1985","09-1985","10-1985","11-1985","12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025"
Massachusetts,869,801,855,816,866,794,881,938,897,951,940,943,959,872,939,834,827,920,939,947,881,781,781,838,854,821,901,814,800,799,789,869,838,795,803,891,936,841,806,685,741,661,891,903,716,802,766,856,1036,744,852,853,827,750,836,898,853,972,921,879,1092,847,943,819,868,877,1004,936,953,915,777,910,885,741,916,746,717,707,840,897,844,903,783,785,873,805,903,716,705,828,736,750,773,845,785,1104,749,630,758,710,764,793,793,800,748,874,880,863,787,629,856,809,831,835,805,870,721,852,739,872,695,625,808,687,678,703,727,723,656,833,698,753,715,704,706,640,643,622,670,590,620,647,608,637,675,507,541,492,551,483,579,571,566,560,555,532,519,432,477,465,458,469,458,506,459,573,490,459,506,374,433,444,450,449,498,505,464,513,477,704,495,447,398,465,437,505,528,501,477,505,493,523,490,396,515,491,455,489,623,541,594,604,598,655,626,454,556,459,557,552,565,577,592,703,587,753,697,558,666,604,633,679,662,648,620,715,675,646,591,533,587,511,543,598,620,664,673,697,671,665,576,495,602,604,616,612,666,635,688,751,788,710,748,559,666,573,695,625,705,639,669,705,738,692,667,469,593,598,548,561,580,542,576,636,619,581,598,508,514,539,537,552,535,624,629,682,649,664,545,552,591,578,593,589,641,653,672,764,659,598,588,508,521,538,542,561,625,595,582,623,593,573,516,398,491,536,615,547,566,578,513,593,658,668,649,399,489,483,478,533,565,557,576,606,600,549,633,419,482,482,489,534,566,573,574,602,529,758,569,372,414,409,465,462,470,526,568,599,486,656,459,280,357,399,455,416,486,444,449,490,479,465,462,363,421,395,440,417,502,426,448,498,444,467,450,361,333,358,375,406,382,408,443,451,417,407,394,338,298,277,334,346,388,350,378,349,291,331,284,241,259,214,301,324,360,355,320,349,302,297,330,245,266,264,166,223,264,238,250,267,249,245,202,176,155,172,197,245,225,251,252,282,251,212,219,181,217,187,241,210,244,236,255,249,196,206,193,173,189,217,238,238,281,255,193,211,173,199,,,,,,,,,,,,,,,
Massachusetts Clearances,215,181,210,242,207,186,208,224,195,234,188,209,206,186,232,214,246,196,310,197,221,110,92,122,182,220,219,253,219,236,186,184,211,203,100,106,174,193,218,174,230,183,234,243,81,118,98,117,257,235,252,89,255,258,224,220,221,217,247,205,271,245,224,213,264,238,257,268,243,249,173,211,237,229,255,216,227,208,245,254,226,246,228,212,258,244,310,220,219,296,214,200,189,250,208,327,173,153,204,183,193,213,211,224,201,213,198,222,217,184,212,217,202,231,177,211,187,239,203,217,215,209,223,187,213,193,205,212,173,199,149,168,186,220,197,222,196,169,177,136,135,200,176,159,158,143,162,162,172,124,149,131,137,144,124,118,115,126,142,139,115,150,130,127,109,176,141,137,117,106,102,106,106,123,108,116,110,109,132,155,129,103,118,125,128,149,127,129,164,111,121,107,104,115,130,127,107,130,131,158,170,162,156,155,167,112,109,98,142,107,123,131,147,169,100,129,121,151,173,144,176,166,154,143,157,171,137,169,133,111,124,94,104,140,134,166,135,125,136,148,145,95,134,125,133,125,157,138,162,130,140,103,154,111,115,96,151,117,174,141,150,137,163,148,153,124,138,117,122,120,166,132,139,134,116,133,149,107,133,137,142,155,172,158,139,153,127,129,155,113,160,134,120,130,180,149,130,184,145,122,151,138,118,130,130,135,164,149,147,137,135,100,125,86,116,118,131,122,151,143,129,131,127,142,193,101,100,98,96,127,115,109,106,130,123,97,136,79,101,113,117,102,129,134,111,130,113,261,116,99,104,93,111,94,107,115,130,125,93,161,80,60,76,80,92,94,111,96,88,93,81,84,122,84,106,119,84,102,106,94,105,103,86,78,112,95,81,96,81,110,87,94,95,88,95,87,100,80,89,69,85,86,95,90,110,93,61,66,73,68,61,46,69,94,84,85,73,82,41,60,65,76,63,77,55,46,65,52,54,67,64,46,68,37,44,45,58,51,44,58,62,63,68,57,45,38,62,44,62,39,46,59,58,56,45,34,50,42,40,54,56,56,61,74,47,46,40,42,,,,,,,,,,,,,,,
