series,"01-1985","02-1985","03-1985","04-1985","05-1985","06-1985","07-1985","08-1985","09-1985","10-1985","11-1985","12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025"
Wisconsin,8224,7973,10539,11314,12051,12220,12910,12834,11442,12102,9418,8483,8280,7590,9448,10896,12055,11990,12674,12822,11495,12053,10164,11027,9128,9395,10731,10946,10765,12346,12648,12543,11471,11504,10537,10111,8361,8351,10451,10353,11205,11657,13220,13597,11688,11533,10617,10593,9784,8670,9852,10960,12411,13238,13923,14173,12391,13166,11299,9976,10301,9346,11697,11593,12285,12534,13864,14089,12593,13282,12513,10746,9500,10057,11947,12038,12919,13493,14465,14811,12688,14035,11287,11183,11000,10628,11288,11529,11683,13045,14030,13971,12121,13316,11189,11253,9495,8832,10494,11113,12214,11968,14036,13789,11955,12698,11062,11098,7629,7741,10910,10685,11627,12808,13505,13904,12097,12484,10804,10388,9022,8112,10064,10065,11366,12634,13015,13285,12588,13585,10671,9820,8766,8734,10084,10626,11727,12449,13384,14036,13043,12895,10031,10025,8736,8365,9529,10202,11125,11551,12958,13553,12208,12376,10058,10056,2517,2427,2578,2684,2796,2728,3584,3248,2982,3241,3159,2819,7170,7345,9932,9720,10279,10685,11888,11908,10622,11207,9622,9013,7813,7467,9479,9016,10397,10907,11317,11271,10289,10917,9179,7214,8391,7048,8855,9297,10410,11023,12129,12372,10944,12246,10808,9846,8967,8205,8396,9200,10175,10583,12100,12155,10890,11203,9819,9308,8364,7198,8839,9118,10123,10487,11967,11391,10252,10735,9268,8886,7320,7181,8972,8681,9596,10109,10831,10607,9102,10355,9059,8446,6727,6745,8094,8831,9663,10201,10898,11046,9846,10404,8786,7522,8797,7237,8181,8754,9909,10783,11407,11662,10053,10227,9398,8931,9041,6513,8558,9166,10642,10850,11716,11528,10452,11593,9806,7733,8471,6759,7906,9398,10733,10659,12174,11753,10962,11219,9063,7133,7234,6954,8305,8733,10073,10538,11105,11221,9968,9853,9246,8120,7403,6502,8483,8985,9668,10178,10710,10605,9266,9260,8463,7065,6758,5571,7180,7746,9037,9649,10664,10544,9453,9141,8355,8423,7275,6796,8251,8840,9311,9423,9964,9751,8869,8888,7706,7082,6784,5518,6332,6942,8133,8456,9321,9520,8821,8627,7379,6491,5757,5083,6117,6870,7687,8048,8999,8392,8346,7889,6419,6785,5740,4632,5835,6600,7112,7269,7826,7404,7310,7140,6630,6589,5991,5454,6054,6346,6903,7505,7775,8044,7574,7524,6894,5951,6069,5438,5481,6229,6835,6731,7399,7245,6803,6984,6408,5977,5539,4532,5084,4878,5924,6225,6696,6281,6080,6183,5431,5360,4421,3955,4458,4975,5897,5714,6367,6145,6271,6064,5118,5312,4927,4441,4521,4039,4546,5686,6395,6661,6444,6145,5160,5224,4421,3698,4346,4182,5104,5323,5682,5542,5358,5580,5016,5085,4542,3937,4728,4808,5131,4985,5522,5416,4856,4896,4465,4456,4062,3603,4288,4412,4538,4796,5007,4980,4702,4832,4527,4645,,,,,,,,,,,,,,,
Wisconsin Clearances,2419,2526,2981,2784,2711,2607,2556,2830,2441,2742,2471,2328,2354,2430,2529,2702,2691,2597,2608,2775,2624,2696,2588,2917,2578,2680,2781,2869,2595,2478,2563,2562,2670,2704,2529,2484,2389,2494,2887,2647,2330,2338,2542,2826,2566,2790,2526,2560,2538,2523,2811,2750,2764,2728,2677,2923,2800,3009,2739,2608,2795,2583,3137,2787,2747,2559,2691,2917,2636,3108,2849,2926,2702,2816,3220,2946,2893,3085,3061,3296,2931,3270,2842,3121,3002,3081,3160,2955,2915,3029,2910,3041,2709,3202,2819,2907,3024,2787,3315,3031,3239,2892,3135,3156,2982,3170,3017,2925,2546,2594,3340,3113,2871,3070,3062,3145,3029,3158,3055,3154,2742,2399,3208,3037,3027,3157,3088,3183,2985,3267,3002,3092,2747,2817,3225,3012,3053,2983,3207,3293,3336,3350,2933,3068,2757,2710,2949,2867,3044,2761,3040,3075,2865,2943,2622,3003,405,428,428,416,378,446,331,465,378,418,482,398,2227,2249,2676,2372,2482,2401,2468,2508,2653,2516,2291,2806,2008,2019,2424,2281,2323,2297,2360,2412,2295,2376,2196,2874,2214,2093,2454,2364,2600,2517,2616,2796,2484,2773,2650,2607,2291,2259,2331,2465,2466,2285,2584,2625,2352,2613,2443,2282,2219,2057,2406,2136,2352,2175,2435,2424,2254,2462,2196,2445,2061,1988,2446,2174,2287,2236,2289,2332,2247,2387,2167,2213,1909,1744,2231,2067,2210,2217,2108,2153,2058,2253,2083,1927,2341,1983,2122,2197,2361,2353,2427,2606,2197,2448,2396,2362,2385,1875,2336,2325,2629,2470,2619,2710,2466,2763,2484,2312,2391,2087,2381,2674,2733,2577,2778,2739,2468,2890,2632,2352,2117,2090,2346,2291,2565,2531,2646,2786,2487,2576,2381,2651,2493,2108,2461,2376,2670,2352,2520,2719,2348,2426,2402,2339,2241,1914,2277,2099,2517,2548,2691,2791,2668,2571,2508,2791,2525,2420,2695,2661,2836,2726,2750,2963,2522,2755,2533,2494,2456,2068,2333,2398,2562,2360,2702,2645,2646,2843,2695,2510,2185,2061,2178,2406,2494,2431,2639,2541,2466,2579,2223,2495,2238,1876,2082,2181,2238,2150,2247,2255,2264,2234,2217,2250,2149,2079,2274,2126,2283,2076,2195,2243,2167,2232,2095,2099,2149,1979,1981,1968,2136,1914,1957,2002,1764,1982,1805,1845,1828,1568,1767,1557,1761,1656,1825,1645,1713,1808,1622,1780,1508,1442,1623,1716,1767,1612,1727,1651,1765,1801,1684,1711,1637,1615,1455,1173,1134,1443,1451,1480,1446,1358,1178,1316,1140,1044,1154,990,1049,1166,1068,1139,1141,1159,1154,1210,1128,1089,1223,1306,1302,1248,1246,1377,1201,1386,1286,1327,1203,1075,1419,1376,1261,1307,1400,1461,1352,1390,1428,1548,,,,,,,,,,,,,,,
