series,"01-1985","02-1985","03-1985","04-1985","05-1985","06-1985","07-1985","08-1985","09-1985","10-1985","11-1985","12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025"
Tennessee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,76,36,42,0,0,0,0,72,107,43,75,116,97,32,83,474,2486,2546,1164,1258,2315,1035,2353,1334,1479,1446,1652,1074,1087,2309,1128,1330,2553,2022,2306,2193,2719,2939,1722,1300,1393,2332,2280,1170,2250,1919,2298,1382,1262,2509,1715,1062,2683,1228,1087,1303,2557,1572,1840,1599,844,624,982,1911,1483,2139,2413,2426,2529,1671,820,965,2187,2436,3857,2310,2047,3453,1562,1906,3014,2363,2170,2445,2742,3268,2976,3141,2099,2183,1988,2798,3160,1904,3248,2131,2394,3181,2319,2555,2163,2998,2095,2231,3078,1886,2919,3109,3491,2382,2666,2591,2943,1919,2124,2951,2748,2412,3138,3102,3358,3117,3363,3139,2671,2878,2793,2330,2635,2260,2784,2981,3297,3264,3278,3055,2938,3219,2397,2158,2492,1959,2531,2730,3292,3014,3441,3318,3150,2899,2779,2902,3038,2365,3014,2809,3202,3118,3337,2940,2760,2603,2760,2546,2926,2308,2778,2844,3271,3118,3172,3075,2708,2875,2328,2440,2510,2036,2780,2734,3141,3128,3326,3025,2699,3014,2442,2766,2894,1833,2677,2788,3226,3048,3473,3076,2821,2806,2741,2780,3069,2491,2823,3123,3312,2979,3210,3017,3077,3263,2906,2868,4192,3721,4246,4402,4781,4861,5019,4641,4376,4713,4234,3985,3715,3400,4000,3944,4518,4566,4532,4194,4016,4145,3436,3745,3556,3199,3776,4062,4253,4216,4494,4098,4003,4003,3423,3619,3572,3260,3560,3551,4055,4539,4891,4536,4217,4305,3839,3875,3761,2974,3603,3612,4180,4102,4623,4023,3786,4261,3640,3789,3668,3214,3624,3728,4162,4213,4416,4058,3975,4109,3610,3788,3854,3480,3751,3867,4323,4417,4453,4195,3997,4077,3604,3643,,,,,,,,,,,,,,,
Tennessee Clearances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,3,0,0,0,0,6,17,1,8,10,5,7,4,25,149,130,73,76,123,79,210,124,116,147,144,79,78,213,84,120,217,184,187,163,248,282,170,129,186,240,190,119,179,161,192,136,135,228,187,92,295,119,94,105,247,150,193,139,106,44,134,229,116,214,195,216,335,229,162,155,215,270,446,264,211,369,204,170,361,275,193,265,288,365,268,336,169,209,168,297,439,210,426,197,273,391,208,238,228,353,174,215,365,212,360,394,443,240,286,281,340,171,215,361,402,320,454,440,483,402,442,399,388,352,329,237,365,337,349,385,396,378,382,374,359,374,271,198,326,249,358,368,534,372,427,463,425,364,322,339,447,362,474,464,474,449,435,414,357,365,378,356,463,364,520,563,581,565,584,526,481,488,444,449,504,420,531,503,636,579,577,552,504,514,447,491,569,416,598,575,635,572,673,614,540,520,505,480,652,523,652,670,698,576,559,578,623,602,594,565,953,817,963,1002,1021,1042,1021,916,861,938,874,825,798,799,851,946,1011,1003,905,884,883,825,711,786,787,752,878,948,959,893,952,892,883,845,744,784,818,785,798,767,950,884,993,971,835,918,802,812,782,682,861,839,956,924,907,886,849,828,659,742,731,654,773,746,898,778,768,786,757,726,641,676,659,665,688,736,791,756,736,744,764,667,625,674,,,,,,,,,,,,,,,
