series,"01-1985","02-1985","03-1985","04-1985","05-1985","06-1985","07-1985","08-1985","09-1985","10-1985","11-1985","12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025"
Tennessee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,37,15,43,0,0,0,0,38,100,41,65,86,46,55,54,350,1237,1280,838,809,1256,728,1188,871,1009,1064,721,758,779,1080,791,902,1224,902,1124,1046,1350,1757,1167,824,828,1099,1155,707,1267,832,973,986,903,1456,1174,727,1409,804,651,949,1290,1092,1184,1238,728,557,922,1179,1054,1364,1386,1528,1422,1032,619,821,1514,1637,2221,1547,1315,1766,849,1191,1547,1257,1144,1448,1562,1939,1669,1960,1361,1266,1287,1642,1895,1111,2031,1538,1942,2230,1690,1817,1471,1856,1287,1258,1583,959,1513,1851,2235,1518,1790,1608,1644,1000,1135,1434,1333,1196,1681,1837,2066,2010,2065,1885,1667,1653,1591,1440,1540,1338,1753,2031,2295,2329,2301,2236,2041,1957,1543,1456,1665,1206,1539,1620,2086,2015,2395,2371,2082,1741,1513,1595,1782,1124,1722,1751,1990,2116,1871,1686,1667,1472,1510,1206,1435,1135,1376,1568,1830,1795,1857,2005,1552,1688,1193,1154,1227,988,1415,1538,1797,1811,1976,1849,1553,1636,1258,1272,1450,764,1094,1365,1763,1784,1950,1679,1607,1388,1318,1293,1147,956,1220,1534,1628,1546,1660,1682,1616,1563,1438,1489,2242,2012,2190,2419,2740,2987,3041,2998,2869,2863,2482,2459,2018,1948,2345,2368,3025,2857,3134,2992,2667,2793,2372,2587,2345,1974,2268,2485,2740,2893,3006,2875,2853,2596,2142,2469,2141,1894,2184,2333,2471,2609,2761,2755,2743,2811,2374,2534,2276,1860,2153,2247,2384,2545,2625,2536,2411,2433,2192,2258,2031,2018,2216,2346,2570,2583,2769,2712,2596,2308,2136,2316,2012,1915,2248,2261,2542,2519,2488,2644,2422,2387,2207,2314,,,,,,,,,,,,,,,
Tennessee Clearances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,1,17,9,1,7,4,10,2,19,48,58,34,26,57,31,109,41,55,53,61,40,43,75,33,51,81,74,74,62,104,123,70,46,55,84,93,44,81,80,69,74,68,128,119,46,118,59,36,58,112,71,125,88,82,43,92,117,85,131,91,121,156,107,52,81,126,118,219,140,107,157,118,83,173,123,88,147,139,191,155,199,89,106,93,134,234,97,206,138,175,229,123,152,153,181,115,112,193,122,172,216,236,117,169,185,199,98,129,178,186,156,251,273,255,209,259,231,177,168,197,123,211,195,213,220,205,175,208,231,182,180,109,110,190,145,213,219,264,192,233,242,261,166,175,157,219,163,201,212,215,212,200,152,168,142,156,146,165,134,207,222,226,247,269,230,196,237,171,154,165,153,196,175,248,208,225,244,206,212,160,141,248,109,162,193,201,222,228,203,185,162,175,158,151,145,194,199,201,180,207,212,190,212,212,202,365,321,341,341,370,413,418,385,419,387,343,322,299,319,351,337,452,394,430,464,354,370,338,346,343,283,305,349,418,379,386,351,397,354,263,315,314,295,251,291,315,310,343,323,294,307,261,281,284,240,287,296,316,312,342,294,318,293,277,261,257,294,266,262,294,314,304,306,312,292,235,268,226,214,300,274,290,298,266,296,272,252,263,230,,,,,,,,,,,,,,,
