series,"01-1985","02-1985","03-1985","04-1985","05-1985","06-1985","07-1985","08-1985","09-1985","10-1985","11-1985","12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025"
Tennessee,1528,1393,1577,1434,1570,1910,2247,2034,1880,2128,2197,2138,2155,1721,1944,1669,1810,1908,2194,2256,2222,2298,2310,2155,2082,1838,1938,1849,2053,2021,2444,2534,2250,2240,2049,2825,2133,2092,1988,1703,1815,2082,2143,2412,2163,2292,2335,2180,2177,1910,2184,1852,1980,2041,2266,2068,2101,2034,1978,2092,2090,1889,2031,2028,2083,1930,2365,2397,2377,2413,2052,2195,2267,2090,2361,2331,2321,2387,2376,2374,2346,2341,2216,2278,2420,1867,1927,1924,2162,2173,2583,2591,2430,2349,2266,2159,2165,1858,2403,2382,2432,2401,2691,2375,2286,2317,2262,2262,2259,1799,2172,2068,2071,2274,2405,2443,2223,2034,2234,2282,2544,2082,2291,2116,2395,2666,3133,3141,2799,2773,2613,2633,2920,2233,2275,2245,2437,2524,3054,2939,2774,2724,2498,2757,2883,2479,2446,2240,2104,2504,2669,2645,2354,2289,2285,2345,2298,1894,1932,2018,2248,2186,2520,2290,2074,2080,2002,1894,2073,1591,1832,1877,1973,2214,2240,2294,2205,2143,2037,2094,2105,1797,1961,2011,1949,2328,2709,2574,2389,2491,2605,2518,2401,1929,2227,2099,2424,2529,2534,2527,2310,2467,2337,2388,2193,1810,2174,2178,2327,2210,2499,2421,2269,2308,2161,2042,2162,1854,2093,1950,2093,2142,2395,2511,2293,2429,2219,2299,2161,1839,2012,2016,2080,2115,2201,2304,2043,2163,1884,1938,2011,1637,1997,2074,2223,2116,2333,2319,2211,2214,2009,2013,1895,1546,1695,1838,1893,1969,2057,2099,1885,2005,1851,1886,1907,1499,1864,1808,1864,1861,2036,1978,1809,1771,1684,1615,1619,1344,1654,1628,1731,1709,1777,1872,1665,1542,1249,1359,1270,1058,1210,1133,1248,1326,1457,1457,1288,1207,1174,1188,1066,924,1210,1209,1268,1324,1532,1328,1282,1281,1167,1228,1063,952,1024,1137,1095,1254,1400,1353,1242,1224,1177,1219,1110,953,1062,1041,1226,1236,1230,1087,1064,1029,960,953,954,810,964,964,1025,1080,1047,1111,893,1088,959,963,983,879,852,1008,1104,1122,1239,1190,1129,1104,997,997,963,814,935,983,1089,1168,1281,1249,1130,1153,1163,1106,1102,952,1104,1112,1137,1231,1460,1403,1451,1461,1310,1569,1575,1263,1441,1441,1538,1537,1769,1622,1563,1681,1561,1642,1904,1510,1507,1492,1703,1758,1846,1730,1768,1891,1653,1821,1694,1357,1423,1455,1634,1680,1954,1733,1641,1595,1598,1644,1722,1537,1589,1590,1560,1750,1994,2014,1850,1873,1873,2050,1893,1574,1510,1449,1708,1727,1949,1804,1819,1915,1617,1756,1951,1583,1642,1641,1856,2229,2559,2321,2370,2577,2401,2710,2530,2346,2439,2365,2782,2956,3105,3022,2718,2826,2554,2660,,,,,,,,,,,,,,,
Tennessee Clearances,199,181,208,198,222,209,253,276,217,220,264,230,228,216,192,216,214,217,256,229,206,223,221,803,273,214,294,290,222,247,263,354,236,324,202,234,201,220,193,177,185,182,200,233,219,208,254,256,211,199,221,197,191,265,270,231,286,246,185,251,252,242,194,241,222,269,271,261,304,345,286,253,259,215,248,285,267,254,305,263,264,349,253,281,293,222,256,246,257,242,268,273,275,345,259,265,295,243,291,267,234,306,314,433,317,350,283,246,278,248,289,281,351,395,381,286,361,385,320,222,303,286,327,305,326,374,403,427,395,387,330,376,368,356,314,336,366,332,397,387,379,376,332,384,411,381,354,315,341,356,355,384,373,308,300,333,439,328,348,287,337,341,403,362,369,339,256,284,351,287,321,248,278,297,337,303,361,266,267,261,204,205,217,177,187,166,188,188,180,238,191,186,166,154,199,187,226,223,276,231,229,248,220,250,243,202,210,233,253,267,310,312,261,278,280,251,211,217,246,230,253,257,270,311,326,346,281,280,215,205,279,237,256,305,265,283,261,268,247,281,211,235,220,262,275,292,309,297,297,355,276,302,199,232,277,251,256,309,289,318,265,290,303,257,207,190,216,255,261,295,312,313,282,251,264,289,270,230,263,245,276,311,317,291,272,248,223,207,234,147,203,208,196,188,229,253,214,220,177,222,189,191,203,207,163,214,254,234,244,197,173,184,187,207,182,212,208,236,221,260,241,256,191,188,223,224,228,211,246,248,225,239,212,212,173,178,200,193,168,214,194,218,238,223,177,219,175,191,271,199,186,205,223,221,246,263,253,212,184,208,200,191,213,229,226,276,235,267,246,239,232,259,253,238,253,248,262,298,269,299,313,279,309,329,359,314,354,291,351,354,379,406,345,342,364,351,442,366,369,319,377,421,405,393,343,419,360,386,433,343,377,359,412,360,464,417,461,429,347,386,390,400,382,395,406,340,436,442,405,440,382,458,442,359,409,385,387,385,456,427,334,406,370,371,406,330,343,298,319,342,370,331,376,315,316,317,329,285,315,263,319,341,304,339,324,293,266,263,,,,,,,,,,,,,,,
