series,"01-1985","02-1985","03-1985","04-1985","05-1985","06-1985","07-1985","08-1985","09-1985","10-1985","11-1985","12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025"
Alabama,78,69,83,95,100,90,108,91,90,94,97,75,86,75,80,80,86,98,107,125,125,107,100,57,77,89,91,80,124,112,101,120,94,79,68,82,83,84,101,90,108,109,135,119,112,79,73,71,84,70,106,121,117,117,118,145,109,100,80,71,42,46,40,49,69,57,62,77,72,43,52,680,0,0,159,3,1,160,0,0,161,0,0,893,0,0,197,0,0,198,0,0,198,0,0,950,28,25,105,30,28,100,52,48,40,58,39,892,45,45,46,47,50,50,50,48,51,51,49,927,35,36,61,33,36,65,44,42,41,41,42,850,39,41,42,40,44,43,42,43,41,40,44,912,0,1,3,1,0,214,1,5,3,3,3,1128,9,9,11,4,10,231,10,9,11,12,3,1076,1,2,4,2,2,5,8,1,2,2,4,1351,3,3,4,1,4,259,5,3,4,3,4,948,1,0,2,2,2,242,3,0,0,2,2,925,2,3,2,4,0,269,2,2,1,3,1,1229,5,2,1,3,4,297,0,4,3,1,2,1239,2,0,4,5,3,296,4,3,0,0,7,1361,0,1,4,3,5,271,1,1,1,1,0,997,5,2,0,3,2,250,5,3,1,5,3,993,6,2,7,3,1,257,3,5,8,3,2,1033,2,1,1,1,2,204,1,3,10,7,5,1266,0,1,0,3,5,205,7,1,2,1,1,1240,1,0,0,1,1,169,0,1,0,0,0,940,110,87,99,94,123,140,111,129,102,96,113,122,106,70,78,86,101,97,106,92,90,77,69,293,150,138,178,186,216,163,192,158,159,189,134,97,133,152,154,174,182,173,193,157,162,159,136,109,185,115,148,168,179,169,192,168,151,180,165,144,170,137,166,161,170,161,175,155,161,150,102,153,151,137,144,180,189,178,166,212,175,134,145,111,167,136,167,154,202,158,176,181,142,186,136,116,139,104,109,153,137,124,102,45,11,9,10,10,156,118,94,76,110,60,97,48,18,29,26,38,105,75,105,80,96,95,101,125,124,123,103,85,109,81,98,114,120,150,131,133,150,159,140,121,156,110,126,107,126,120,132,162,138,148,136,130,,,,,,,,,,,,,,,
Alabama Clearances,50,40,44,58,56,62,67,58,67,63,56,48,46,53,49,49,62,44,51,53,66,66,55,37,58,41,53,44,55,60,75,55,56,35,35,40,59,50,75,59,65,65,91,78,53,47,41,36,62,41,60,82,104,78,76,111,70,80,61,57,7,17,18,20,24,16,20,25,25,24,22,55,0,0,73,0,0,73,0,0,73,0,0,492,0,0,102,0,0,102,0,0,102,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,2,2,1,5,3,3,0,1,0,3,243,0,0,1,1,0,0,1,5,3,2,3,477,1,3,5,0,1,42,3,1,3,5,1,404,1,1,3,2,2,4,7,0,0,0,3,469,2,2,3,1,3,1,5,3,3,3,2,321,0,0,0,0,0,21,0,0,0,0,0,353,2,3,2,4,0,3,2,0,1,3,1,596,4,1,0,2,2,1,0,4,1,1,1,585,0,0,3,4,3,0,2,1,0,0,3,678,0,0,4,1,1,2,0,0,0,0,0,400,0,0,0,0,1,2,1,3,0,1,3,416,1,0,1,2,0,1,3,1,3,1,1,390,0,0,0,1,0,0,0,1,4,1,1,562,0,1,0,0,1,0,2,0,2,0,1,441,0,0,0,0,2,0,0,1,0,0,0,345,46,34,39,45,51,71,46,50,39,35,36,40,40,32,36,45,40,48,48,37,48,28,24,25,70,70,80,82,68,70,68,74,70,82,47,37,66,80,71,85,102,77,97,78,71,77,52,34,76,48,58,55,74,60,76,75,65,91,71,61,89,73,68,65,83,71,73,66,68,62,33,48,73,63,70,81,91,68,71,83,69,50,60,29,67,48,59,59,66,47,64,77,59,85,58,46,56,34,42,57,51,43,26,14,1,4,3,1,61,44,31,30,40,21,33,11,4,5,3,6,16,17,24,21,22,28,35,28,38,41,33,36,33,41,39,44,49,38,53,48,49,66,50,42,46,47,63,31,40,38,40,36,48,36,49,32,,,,,,,,,,,,,,,
