series,"01-1985","02-1985","03-1985","04-1985","05-1985","06-1985","07-1985","08-1985","09-1985","10-1985","11-1985","12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025"
South Carolina,1206,1199,1274,1366,1427,1418,1454,1559,1448,1391,1304,1213,1225,1253,1519,1397,1686,1633,1647,1850,1534,1326,1364,1240,1193,1105,1236,1421,1676,1525,1900,1779,1407,1448,1328,1375,1508,1324,1496,1599,1615,1671,1925,2069,1885,1674,1417,1421,1692,1388,1744,1727,1898,2076,2119,1954,2065,2013,1723,1583,2107,1634,2058,2219,2395,2515,2611,2352,2368,2001,1973,2118,0,0,0,0,0,0,0,0,0,0,0,25996,1954,1890,2090,2241,2365,2339,2449,2280,2135,2128,2037,2004,2266,1807,2222,2347,2583,2490,2770,2612,2524,2448,2160,2154,2069,1955,2362,2535,2547,2574,2852,2726,2623,2396,2240,2346,2315,1910,2385,2443,2648,2548,2751,2419,2410,2401,1970,2087,2243,2017,2255,2375,2645,2693,2780,2449,2431,2343,2109,2168,2371,2150,2618,2259,2624,2480,2600,2675,2308,2268,2113,2132,2204,1790,2117,2270,2578,2341,2466,2413,2416,2315,1975,1944,2042,1863,1976,2310,2538,2240,2484,2278,2127,2026,1775,1750,1870,1880,2196,2242,2499,2194,2299,2101,2094,1952,1714,1631,1965,1702,2007,2151,2246,2151,2312,2298,2202,2072,1829,1866,1872,1712,2169,2259,2316,2531,2629,2535,2424,2150,1713,1816,1955,1645,2099,2182,2386,2217,2320,2448,2160,2124,2047,1796,1924,1797,2151,2142,2450,2290,2327,2269,2264,2270,1890,1827,1971,1632,1975,2200,2307,2143,2375,2199,2296,2101,1823,1716,1941,1625,2053,2338,2326,2182,2428,2185,2304,2121,1725,1923,1959,1740,2323,2197,2408,2473,2461,2325,2321,2106,1894,1889,1867,1824,2060,2080,2187,2161,2237,2004,2006,1954,1825,1745,1695,1539,1892,1956,2208,2018,2196,2225,1913,1989,1783,1573,1723,1421,1855,2012,2011,2012,1862,1903,1755,1823,1530,1395,1447,1353,1805,1981,2018,1825,2071,1891,1895,1651,1671,1593,1462,1294,1807,1632,1976,1807,1948,1778,1679,1624,1409,1395,1402,1147,1412,1561,1738,1602,1619,1646,1528,1425,1245,1297,1213,1173,1432,1506,1787,1581,1512,1639,1457,1466,1169,1347,1295,1075,1385,1395,1590,1544,1608,1639,1467,1588,1324,1427,1380,1166,1540,1605,1583,1551,1759,1653,1522,1477,1437,1431,1409,1338,1457,1645,1617,1589,1762,1564,1621,1467,1412,1376,1357,1347,1483,1452,1732,1551,1660,1638,1752,1576,1333,1553,1492,1322,1469,1603,1870,1780,1702,1793,1727,1705,1475,1638,1570,1310,1648,1716,2037,2151,1907,1882,1861,1880,1736,1736,1584,1402,1684,1833,2112,1835,1866,1880,1752,1889,1630,1636,1660,1488,1780,1903,2185,1847,1801,1782,1767,1823,1663,1785,1677,1637,1558,1779,2000,1723,1805,1893,1823,1744,1698,1597,,,,,,,,,,,,,,,
South Carolina Clearances,879,809,877,911,955,985,1040,1053,1034,1031,915,925,903,855,1021,986,1096,1131,1107,1217,1044,915,875,949,861,823,868,967,1139,931,1288,1116,903,917,619,654,986,812,920,964,977,1053,1138,1240,1094,1076,867,988,1238,814,1070,1002,1107,1207,1127,1154,1087,1146,972,983,1362,1032,1257,1269,1412,1420,1542,1379,1332,1087,1032,944,0,0,0,0,0,0,0,0,0,0,0,0,503,443,607,693,834,987,1124,1097,1092,1027,1031,1002,942,1039,1145,1246,1347,1406,1437,1293,1413,1328,1282,1178,853,1054,1268,1358,1445,1447,1465,1599,1486,1301,1417,1379,1057,1116,1361,1324,1493,1486,1507,1440,1379,747,304,286,1064,1158,1332,1469,1542,1551,1663,1472,1394,1447,1191,1243,1231,1212,1431,1385,1474,1415,1515,1610,1350,1245,1235,1352,1064,1026,1169,1252,1390,1405,1424,1360,1365,1293,1098,1223,980,1005,1147,1254,1310,1293,1147,1101,1095,1017,907,871,823,959,1168,1209,1451,1333,1253,1191,1196,1122,982,927,891,924,1082,1049,1081,1050,1028,940,840,724,630,655,850,933,1177,1111,1177,1274,1298,1402,1225,1160,884,916,881,946,1111,1232,1258,1305,1320,1392,1291,1167,1184,1094,892,911,1190,1125,1244,1272,1236,1344,1339,1151,1076,1036,941,883,1134,1236,1237,1198,1312,1325,1340,1268,1097,994,959,912,1187,1229,1354,1288,1354,1240,1278,1305,1021,1062,849,899,1168,1185,1279,1367,1277,1164,1219,1051,962,934,999,1032,1080,984,1021,921,1113,534,583,540,461,518,486,939,1045,1080,1134,1162,1173,1184,1019,1096,830,769,915,835,1021,1029,1195,1126,1082,1128,1021,968,888,652,721,839,916,903,1006,977,1073,1024,970,807,885,856,859,750,920,826,1140,1011,962,924,906,933,778,772,808,706,889,851,999,825,901,966,875,856,674,720,754,660,832,850,869,925,853,871,778,829,629,663,762,576,662,697,787,789,750,747,717,834,634,729,673,580,721,788,783,814,857,845,794,732,733,716,747,665,804,811,916,838,888,836,833,767,732,704,718,687,797,867,879,827,840,863,883,858,721,769,848,747,749,848,904,835,929,934,857,855,756,801,811,654,831,806,964,1009,932,984,915,893,832,849,759,774,864,958,1057,938,887,1003,881,892,762,789,799,777,860,974,980,926,876,974,816,932,757,865,873,770,782,897,952,873,855,1004,925,844,819,829,,,,,,,,,,,,,,,
