series,"01-1985","02-1985","03-1985","04-1985","05-1985","06-1985","07-1985","08-1985","09-1985","10-1985","11-1985","12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025"
South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,4,0,8,0,3,0,0,0,0,0,3,0,0,0,3,1,0,0,35,0,0,0,29,0,0,0,0,0,0,0,0,0,4,46,1,0,0,0,0,0,0,0,0,5,0,0,119,2,0,0,0,47,0,0,151,0,0,8,314,21,210,205,175,175,195,253,213,0,0,0,1,0,42,10,203,2,0,12,20,0,0,0,73,0,4,1,0,1,226,48,0,195,10,0,40,0,0,61,22,53,0,3,71,0,0,7,116,38,2,104,15,248,8,0,257,63,71,19,452,37,11,257,91,175,189,172,163,172,93,197,343,63,302,154,233,248,187,178,22,78,13,296,242,33,117,159,249,36,370,128,75,94,181,167,353,31,165,21,176,318,249,235,178,239,100,108,298,110,171,213,124,183,65,173,147,200,237,152,202,172,39,217,35,222,207,225,311,70,384,154,486,119,267,51,326,455,260,470,212,296,363,350,610,273,259,593,512,347,417,430,343,451,106,212,630,222,158,85,152,244,442,653,639,504,217,419,665,224,318,316,281,636,167,296,457,423,276,357,472,268,353,137,523,653,505,561,432,411,249,458,663,281,356,394,645,549,761,268,457,579,556,515,697,270,398,545,554,470,547,493,523,578,415,777,682,324,444,562,758,807,811,681,738,660,493,557,888,481,608,626,625,569,890,916,1000,842,728,663,918,557,883,972,962,1133,1361,1346,1095,1130,1062,1190,2819,2079,2202,2356,2421,2633,2737,2593,2503,2457,2332,2140,2058,1794,2167,2113,2345,2394,2537,2654,2159,2406,2364,2129,1997,1745,1973,2169,2583,2527,2865,2631,2482,2345,1980,2164,2162,1844,2068,1916,1972,2283,2467,2457,2395,2648,2537,2270,2252,1866,1851,1823,2117,2115,2527,2294,2199,2405,2050,1964,1938,1624,1773,1779,2101,2086,2106,1883,1928,1774,1716,1718,1878,1567,1783,1863,1924,2002,2039,2119,1978,2053,1745,1788,,,,,,,,,,,,,,,
South Carolina Clearances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,13,0,0,0,63,4,48,16,19,19,29,28,20,0,0,0,1,0,3,0,31,0,0,1,2,0,0,0,3,0,0,0,0,1,7,5,0,11,1,0,2,0,0,0,2,1,0,0,1,0,0,1,7,5,0,3,0,11,0,0,14,4,1,0,21,0,0,12,1,4,8,13,6,4,5,17,21,3,8,27,18,10,1,14,0,0,2,34,15,2,11,21,45,1,31,7,5,5,26,8,29,3,3,0,9,23,6,30,7,13,2,10,23,12,13,40,10,9,3,8,5,37,16,9,16,14,6,18,6,15,12,30,24,7,31,8,43,10,26,1,25,30,10,26,11,23,55,57,43,31,7,35,30,23,35,20,19,15,2,6,19,22,12,6,8,29,38,43,21,24,17,16,62,9,56,19,23,31,11,18,18,22,6,16,37,29,33,10,42,48,44,42,54,43,15,38,56,32,26,39,89,56,51,28,52,35,40,55,53,40,36,46,34,47,55,38,36,28,22,34,50,20,31,44,74,63,63,62,70,52,48,64,123,37,55,75,65,55,88,78,76,68,56,68,74,66,86,95,90,78,135,125,79,99,68,90,187,155,202,184,202,183,216,197,227,236,163,133,149,138,157,182,189,194,236,238,158,193,187,120,165,115,128,149,200,189,200,186,213,195,138,148,218,160,205,235,209,192,209,234,192,156,200,119,160,129,136,168,168,144,211,207,188,157,161,148,115,113,119,131,179,143,132,143,105,137,125,104,111,138,164,188,141,150,139,136,158,123,127,123,,,,,,,,,,,,,,,
